Bell No,Actual Time,Contest Model,HawkEar Model,RWP Model,Metronomic Model
5,186480,186471,186468,186475,184305
11,186740,186693,186689,186698,184525
9,186910,186915,186911,186921,184746
4,187150,187136,187132,187144,184966
10,187340,187358,187354,187366,185187
6,187570,187580,187575,187589,185407
1,187830,187802,187796,187812,185628
2,188020,188024,188018,188035,185848
3,188280,188245,188239,188257,186068
12,188690,188680,188683,188669,186509
7,188880,188902,188904,188891,186730
5,189090,189124,189126,189114,186950
8,189320,189346,189347,189337,187170
9,189540,189568,189569,189559,187391
11,189780,189790,189790,189782,187611
10,190020,190011,190012,190005,187832
4,190240,190233,190233,190227,188052
1,190450,190455,190455,190450,188273
6,190680,190677,190676,190673,188493
3,190920,190899,190898,190895,188713
2,191150,191121,191119,191118,188934
7,191360,191343,191341,191340,189154
12,191550,191565,191562,191563,189375
8,191750,191787,191784,191786,189595
5,192000,192009,192005,192008,189815
11,192220,192231,192226,192231,190036
9,192450,192453,192448,192454,190256
10,192660,192675,192669,192676,190477
1,192920,192897,192891,192899,190697
4,193110,193119,193112,193122,190917
6,193360,193341,193334,193344,191138
2,193550,193562,193555,193567,191358
3,193810,193784,193777,193790,191579
12,194220,194218,194219,194208,192020
7,194440,194440,194441,194430,192240
5,194660,194661,194663,194653,192460
8,194910,194883,194884,194875,192681
9,195060,195105,195106,195098,192901
11,195310,195327,195327,195320,193122
1,195530,195549,195549,195542,193342
10,195750,195770,195770,195765,193562
6,196000,195992,195992,195987,193783
4,196200,196214,196213,196210,194003
3,196420,196436,196435,196432,194224
2,196640,196657,196656,196655,194444
12,196870,196879,196878,196877,194664
5,197140,197101,197099,197099,194885
7,197320,197323,197321,197322,195105
9,197500,197544,197542,197544,195326
8,197770,197766,197764,197767,195546
11,198000,197988,197985,197989,195767
10,198250,198210,198207,198212,195987
1,198500,198432,198428,198434,196207
6,198610,198653,198650,198656,196428
3,198870,198875,198871,198879,196648
4,199100,199097,199093,199101,196869
2,199310,199319,199314,199324,197089
5,199710,199747,199749,199733,197530
12,199990,199968,199970,199956,197750
9,200150,200190,200192,200178,197971
7,200380,200411,200413,200400,198191
11,200670,200632,200634,200622,198411
8,200880,200853,200856,200844,198632
1,201110,201074,201077,201066,198852
10,201280,201296,201298,201288,199073
3,201500,201517,201519,201510,199293
6,201730,201738,201741,201733,199514
2,201910,201959,201962,201955,199734
4,202110,202180,202183,202177,199954
12,202420,202402,202405,202399,200175
5,202640,202623,202626,202621,200395
7,202840,202844,202847,202843,200616
9,203040,203065,203069,203065,200836
11,203280,203286,203290,203287,201056
1,203510,203508,203511,203510,201277
8,203780,203729,203732,203732,201497
10,203960,203950,203954,203954,201718
6,204160,204171,204175,204176,201938
3,204440,204392,204396,204398,202159
4,204590,204614,204618,204620,202379
2,204830,204835,204839,204842,202599
5,205210,205264,205273,205254,203040
12,205470,205486,205495,205477,203261
9,205680,205708,205716,205699,203481
7,205950,205929,205937,205921,203701
1,206160,206151,206158,206143,203922
11,206360,206372,206379,206365,204142
10,206580,206594,206600,206588,204363
8,206850,206815,206821,206810,204583
3,207090,207037,207042,207032,204803
6,207280,207258,207263,207254,205024
2,207450,207480,207485,207476,205244
4,207680,207701,207706,207698,205465
5,207920,207923,207927,207921,205685
9,208090,208144,208148,208143,205906
12,208370,208366,208369,208365,206126
7,208590,208588,208590,208587,206346
11,208760,208809,208811,208809,206567
1,209040,209031,209032,209032,206787
10,209230,209252,209253,209254,207008
3,209520,209474,209475,209476,207228
8,209760,209695,209696,209698,207448
2,209930,209917,209917,209920,207669
6,210090,210138,210138,210143,207889
4,210370,210360,210359,210365,208110
9,210730,210786,210797,210781,208550
5,210980,211008,211018,211003,208771
7,211300,211230,211239,211225,208991
12,211480,211452,211460,211447,209212
1,211690,211674,211681,211669,209432
11,211920,211896,211902,211891,209653
3,212110,212118,212123,212113,209873
10,212290,212339,212344,212335,210093
2,212540,212561,212566,212558,210314
8,212740,212783,212787,212780,210534
4,212950,213005,213008,213002,210755
6,213220,213227,213229,213224,210975
5,213450,213449,213450,213446,211195
9,213630,213671,213671,213668,211416
7,213940,213892,213892,213890,211636
1,214100,214114,214113,214112,211857
12,214350,214336,214334,214335,212077
11,214530,214558,214555,214557,212297
10,214790,214780,214776,214779,212518
3,215030,215002,214997,215001,212738
8,215240,215224,215218,215223,212959
2,215450,215445,215439,215445,213179
6,215670,215667,215660,215667,213400
4,215910,215889,215881,215889,213620
9,216290,216309,216317,216301,214061
5,216490,216531,216538,216523,214281
1,216720,216752,216759,216745,214502
7,216980,216974,216980,216967,214722
11,217180,217195,217201,217189,214942
12,217430,217417,217422,217411,215163
3,217640,217638,217643,217633,215383
10,217910,217860,217864,217854,215604
2,218080,218081,218085,218076,215824
8,218310,218303,218306,218298,216045
4,218510,218524,218527,218520,216265
6,218740,218746,218748,218742,216485
9,218920,218968,218969,218964,216706
5,219160,219189,219190,219186,216926
7,219440,219411,219411,219408,217147
1,219650,219632,219632,219629,217367
11,219810,219854,219852,219851,217587
3,220050,220075,220073,220073,217808
12,220300,220297,220294,220295,218028
2,220470,220518,220515,220517,218249
10,220780,220740,220736,220739,218469
4,220990,220961,220957,220961,218689
8,221190,221183,221178,221183,218910
6,221430,221404,221399,221405,219130
5,221790,221825,221833,221811,219571
9,222030,222046,222054,222033,219792
1,222250,222268,222275,222255,220012
7,222550,222489,222496,222477,220232
3,222720,222710,222717,222700,220453
11,222890,222931,222937,222922,220673
2,223090,223152,223158,223144,220894
12,223380,223374,223379,223366,221114
4,223600,223595,223600,223588,221334
10,223810,223816,223820,223811,221555
6,224060,224037,224041,224033,221775
8,224270,224258,224262,224255,221996
5,224480,224480,224483,224477,222216
1,224710,224701,224703,224700,222436
9,224900,224922,224924,224922,222657
7,225130,225143,225145,225144,222877
11,225350,225364,225366,225366,223098
3,225590,225586,225587,225589,223318
12,225830,225807,225807,225811,223539
2,226060,226028,226028,226033,223759
10,226230,226249,226249,226255,223979
4,226480,226470,226470,226477,224200
8,226670,226691,226690,226700,224420
6,226920,226913,226911,226922,224641
1,227350,227349,227358,227338,225081
5,227570,227571,227579,227561,225302
7,227850,227793,227800,227784,225522
9,228010,228014,228021,228007,225743
3,228230,228236,228241,228229,225963
11,228520,228458,228462,228452,226183
2,228670,228680,228683,228675,226404
12,228870,228901,228904,228898,226624
4,229090,229123,229125,229121,226845
10,229320,229345,229346,229344,227065
6,229570,229567,229567,229567,227286
8,229820,229789,229788,229790,227506
5,230010,230010,230009,230013,227726
1,230230,230232,230230,230236,227947
7,230520,230454,230451,230459,228167
3,230670,230676,230672,230682,228388
9,230850,230897,230893,230905,228608
2,231110,231119,231113,231128,228828
11,231340,231341,231334,231351,229049
4,231550,231563,231555,231574,229269
12,231830,231784,231776,231797,229490
6,231970,232006,231997,232020,229710
10,232220,232228,232218,232243,229931
8,232470,232450,232439,232466,230151
1,232900,232888,232896,232888,230592
5,233110,233111,233117,233111,230812
3,233360,233333,233339,233334,231033
7,233590,233556,233560,233557,231253
2,233770,233779,233781,233780,231473
9,234000,234001,234003,234003,231694
4,234190,234224,234224,234226,231914
11,234460,234447,234445,234448,232135
6,234690,234670,234667,234671,232355
12,234860,234892,234888,234894,232575
8,235100,235115,235110,235117,232796
10,235340,235338,235331,235340,233016
1,235560,235560,235552,235563,233237
5,235820,235783,235774,235786,233457
7,236060,236006,235995,236008,233678
3,236270,236229,236216,236231,233898
9,236420,236451,236438,236454,234118
2,236650,236674,236659,236677,234339
11,236860,236897,236881,236900,234559
4,237070,237120,237102,237123,234780
12,237310,237342,237323,237345,235000
6,237570,237565,237545,237568,235220
10,237800,237788,237766,237791,235441
8,238070,238010,237988,238014,235661
5,238480,238440,238433,238426,236102
1,238660,238661,238654,238648,236322
3,238890,238882,238875,238870,236543
7,239130,239103,239097,239092,236763
2,239300,239324,239318,239315,236984
9,239570,239545,239540,239537,237204
4,239730,239766,239761,239759,237425
11,239990,239987,239983,239981,237645
6,240230,240208,240204,240203,237865
12,240420,240429,240425,240426,238086
8,240580,240650,240647,240648,238306
10,240850,240871,240868,240870,238527
1,241110,241092,241090,241092,238747
5,241350,241312,241311,241315,238967
3,241510,241533,241532,241537,239188
2,241770,241754,241754,241759,239408
7,241990,241975,241975,241981,239629
4,242180,242196,242197,242204,239849
9,242410,242417,242418,242426,240069
6,242630,242638,242639,242648,240290
11,242870,242859,242861,242870,240510
8,243080,243080,243082,243092,240731
12,243310,243301,243304,243315,240951
10,243510,243522,243525,243537,241172
5,243970,243955,243961,243947,241612
1,244200,244177,244182,244169,241833
2,244390,244398,244403,244391,242053
3,244630,244619,244625,244613,242274
4,244830,244840,244846,244835,242494
7,245050,245062,245067,245057,242714
6,245300,245283,245288,245279,242935
9,245520,245504,245509,245501,243155
8,245720,245725,245731,245723,243376
11,245950,245947,245952,245945,243596
10,246150,246168,246173,246167,243817
12,246400,246389,246394,246389,244037
5,246590,246610,246615,246611,244257
2,246800,246832,246837,246833,244478
1,247050,247053,247058,247055,244698
3,247250,247274,247279,247277,244919
7,247520,247495,247500,247499,245139
4,247720,247716,247722,247721,245359
9,247910,247938,247943,247943,245580
6,248110,248159,248164,248165,245800
11,248400,248380,248385,248387,246021
8,248620,248601,248606,248609,246241
12,248850,248823,248828,248831,246461
10,249070,249044,249049,249053,246682
2,249470,249477,249484,249464,247123
5,249670,249698,249705,249686,247343
3,249930,249919,249926,249908,247564
1,250140,250140,250147,250131,247784
4,250350,250361,250368,250353,248004
7,250610,250583,250589,250575,248225
6,250810,250804,250810,250798,248445
9,251030,251025,251031,251020,248666
8,251240,251246,251252,251242,248886
11,251450,251467,251473,251465,249106
10,251680,251688,251694,251687,249327
12,251920,251910,251915,251909,249547
2,252120,252131,252136,252132,249768
5,252420,252352,252357,252354,249988
1,252580,252573,252578,252576,250208
3,252810,252794,252799,252799,250429
4,253030,253015,253020,253021,250649
6,253210,253237,253241,253243,250870
7,253450,253458,253462,253466,251090
8,253680,253679,253683,253688,251311
9,253880,253900,253904,253910,251531
10,254110,254121,254125,254132,251751
11,254310,254343,254346,254355,251972
12,254590,254564,254567,254577,252192
5,255040,255007,255010,254993,252633
2,255270,255228,255231,255216,252853
3,255480,255449,255452,255439,253074
1,255680,255670,255673,255661,253294
6,255900,255892,255894,255884,253515
4,256120,256113,256115,256106,253735
8,256310,256334,256336,256329,253956
7,256530,256555,256557,256552,254176
10,256720,256776,256778,256774,254396
9,256980,256997,256999,256997,254617
12,257210,257218,257220,257219,254837
11,257470,257439,257441,257442,255058
2,257640,257661,257662,257665,255278
5,257880,257882,257883,257887,255498
3,258170,258103,258104,258110,255719
6,258340,258324,258325,258332,255939
1,258580,258545,258547,258555,256160
4,258760,258766,258768,258778,256380
7,259010,258987,258989,259000,256600
8,259230,259208,259210,259223,256821
9,259420,259430,259431,259445,257041
10,259620,259651,259652,259668,257262
11,259850,259872,259873,259891,257482
12,260070,260093,260094,260113,257703
5,260520,260534,260541,260528,258143
2,260760,260756,260762,260750,258364
6,261010,260978,260983,260973,258584
3,261250,261199,261204,261195,258805
4,261420,261421,261426,261418,259025
1,261640,261643,261647,261641,259245
8,261870,261865,261868,261863,259466
7,262100,262087,262089,262086,259686
10,262270,262309,262310,262308,259907
9,262510,262531,262531,262531,260127
12,262710,262753,262753,262754,260347
11,263000,262975,262974,262976,260568
5,263230,263197,263195,263199,260788
6,263430,263419,263416,263421,261009
2,263610,263641,263637,263644,261229
3,263870,263863,263859,263867,261450
1,264080,264085,264080,264089,261670
4,264280,264307,264301,264312,261890
8,264510,264529,264522,264534,262111
10,264740,264751,264743,264757,262331
7,265040,264973,264964,264980,262552
12,265180,265195,265186,265202,262772
9,265410,265417,265407,265425,262992
11,265660,265639,265628,265647,263213
6,266100,266075,266074,266061,263654
5,266330,266296,266295,266283,263874
3,266520,266518,266516,266506,264094
2,266770,266739,266738,266728,264315
4,266970,266960,266959,266951,264535
1,267160,267182,267180,267174,264756
10,267350,267403,267401,267396,264976
8,267600,267624,267623,267619,265197
12,267820,267846,267844,267842,265417
7,268080,268067,268065,268064,265637
11,268270,268288,268286,268287,265858
9,268500,268510,268508,268510,266078
5,268740,268731,268729,268732,266299
6,268980,268952,268950,268955,266519
2,269180,269174,269172,269177,266739
3,269380,269395,269393,269400,266960
4,269640,269617,269614,269623,267180
10,269840,269838,269835,269845,267401
1,270050,270059,270057,270068,267621
8,270250,270281,270278,270291,267842
7,270530,270502,270499,270513,268062
12,270760,270723,270720,270736,268282
9,270910,270945,270942,270958,268503
11,271170,271166,271163,271181,268723
6,271670,271609,271608,271600,269164
5,271870,271830,271830,271822,269384
3,272030,272052,272051,272045,269605
2,272340,272273,272272,272267,269825
10,272500,272494,272494,272489,270046
4,272710,272716,272715,272712,270266
8,272910,272937,272936,272934,270486
1,273130,273158,273158,273156,270707
12,273360,273380,273379,273378,270927
7,273570,273601,273600,273601,271148
11,273800,273822,273822,273823,271368
9,274040,274044,274043,274045,271589
6,274250,274265,274264,274267,271809
3,274460,274486,274486,274490,272029
5,274740,274707,274707,274712,272250
10,274930,274929,274928,274934,272470
2,275170,275150,275150,275156,272691
4,275370,275371,275371,275379,272911
1,275610,275593,275592,275601,273131
8,275810,275814,275814,275823,273352
12,276010,276035,276035,276045,273572
11,276270,276257,276256,276268,273793
7,276500,276478,276478,276490,274013
9,276700,276699,276699,276712,274233
3,277110,277134,277134,277120,274674
6,277380,277355,277355,277342,274895
10,277590,277576,277576,277564,275115
5,277800,277796,277797,277786,275336
4,278000,278017,278018,278007,275556
2,278290,278238,278239,278229,275776
8,278480,278458,278460,278451,275997
1,278660,278679,278681,278673,276217
11,278870,278900,278903,278895,276438
12,279080,279120,279124,279117,276658
9,279310,279341,279345,279338,276878
7,279540,279561,279566,279560,277099
6,279800,279782,279787,279782,277319
3,280050,280003,280008,280004,277540
5,280240,280223,280229,280226,277760
10,280430,280444,280450,280448,277980
2,280640,280665,280671,280670,278201
4,280860,280885,280892,280891,278421
8,281130,281106,281113,281113,278642
11,281310,281327,281335,281335,278862
1,281560,281547,281556,281557,279083
12,281750,281768,281777,281779,279303
7,282010,281989,281998,282001,279523
9,282220,282209,282219,282222,279744
3,282680,282650,282652,282632,280185
6,282910,282870,282873,282854,280405
10,283100,283091,283094,283076,280625
5,283330,283311,283315,283298,280846
4,283530,283532,283535,283520,281066
2,283690,283752,283756,283743,281287
11,283990,283972,283977,283965,281507
8,284190,284193,284198,284187,281728
12,284400,284413,284419,284409,281948
1,284630,284634,284639,284631,282168
9,284810,284854,284860,284853,282389
7,285070,285075,285081,285075,282609
3,285320,285295,285302,285297,282830
10,285540,285516,285523,285519,283050
6,285730,285736,285744,285741,283270
4,285970,285956,285964,285963,283491
5,286200,286177,286185,286185,283711
11,286360,286397,286406,286407,283932
2,286580,286618,286627,286629,284152
8,286830,286838,286848,286851,284372
1,287060,287059,287068,287073,284593
12,287240,287279,287289,287295,284813
7,287550,287499,287510,287517,285034
9,287750,287720,287731,287739,285254
10,288180,288169,288172,288161,285695
3,288450,288390,288393,288383,285915
4,288610,288611,288613,288605,286136
6,288840,288831,288834,288826,286356
11,289080,289052,289055,289048,286577
5,289320,289273,289276,289270,286797
8,289500,289494,289496,289491,287017
2,289730,289714,289717,289713,287238
12,289880,289935,289938,289935,287458
1,290100,290156,290159,290157,287679
9,290330,290377,290380,290378,287899
7,290570,290597,290600,290600,288119
3,290850,290818,290821,290822,288340
10,291000,291039,291042,291043,288560
6,291320,291260,291263,291265,288781
4,291530,291480,291483,291487,289001
5,291720,291701,291704,291709,289222
11,291920,291922,291925,291930,289442
2,292130,292143,292146,292152,289662
8,292370,292363,292366,292374,289883
12,292550,292584,292587,292595,290103
9,292770,292805,292808,292817,290324
1,293030,293026,293029,293039,290544
7,293280,293246,293250,293261,290764
10,293690,293683,293681,293673,291205
3,293900,293903,293901,293893,291426
4,294100,294122,294122,294114,291646
6,294340,294342,294342,294334,291866
11,294600,294562,294562,294555,292087
5,294820,294782,294783,294775,292307
8,295030,295001,295003,294996,292528
2,295220,295221,295224,295217,292748
9,295380,295441,295444,295437,292969
12,295630,295661,295665,295658,293189
7,295850,295880,295885,295878,293409
1,296110,296100,296106,296099,293630
10,296310,296320,296326,296319,293850
4,296530,296540,296547,296540,294071
3,296740,296760,296767,296761,294291
11,297020,296979,296987,296981,294511
6,297190,297199,297208,297202,294732
8,297430,297419,297428,297422,294952
5,297680,297639,297649,297643,295173
9,297820,297858,297869,297864,295393
2,298040,298078,298090,298084,295614
12,298270,298298,298310,298305,295834
1,298530,298518,298531,298525,296054
7,298790,298737,298751,298746,296275
4,299120,299164,299167,299147,296716
10,299370,299383,299387,299367,296936
11,299580,299602,299607,299587,297156
3,299820,299821,299827,299807,297377
8,300040,300040,300046,300027,297597
6,300270,300259,300266,300247,297818
9,300460,300477,300486,300467,298038
5,300700,300696,300706,300687,298258
12,300920,300915,300925,300907,298479
2,301150,301134,301145,301127,298699
7,301380,301353,301365,301347,298920
1,301570,301572,301585,301567,299140
10,301800,301791,301804,301788,299361
4,302000,302010,302024,302008,299581
3,302260,302228,302244,302228,299801
11,302370,302447,302464,302448,300022
6,302620,302666,302683,302668,300242
8,302890,302885,302903,302888,300463
5,303060,303104,303123,303108,300683
9,303340,303323,303343,303328,300903
2,303530,303542,303562,303548,301124
12,303760,303761,303782,303768,301344
7,304010,303979,304002,303988,301565
1,304240,304198,304222,304208,301785
4,304560,304623,304642,304612,302226
10,304820,304843,304862,304832,302446
11,305090,305063,305081,305053,302667
3,305280,305283,305300,305274,302887
8,305500,305503,305520,305494,303108
6,305760,305723,305739,305715,303328
9,305900,305944,305958,305936,303548
5,306140,306164,306178,306157,303769
12,306360,306384,306397,306377,303989
2,306570,306604,306616,306598,304210
1,306800,306824,306836,306819,304430
7,307040,307044,307055,307039,304650
4,307230,307264,307274,307260,304871
11,307480,307484,307493,307481,305091
10,307760,307704,307713,307701,305312
8,307970,307924,307932,307922,305532
3,308130,308145,308151,308143,305752
9,308350,308365,308371,308363,305973
6,308560,308585,308590,308584,306193
12,308800,308805,308809,308805,306414
5,309050,309025,309029,309025,306634
2,309230,309245,309248,309246,306855
7,309510,309465,309467,309467,307075
1,309700,309685,309686,309687,307295
11,310220,310119,310126,310102,307736
4,310340,310339,310346,310324,307957
8,310560,310559,310565,310545,308177
10,310770,310779,310784,310767,308397
9,311000,310999,311004,310988,308618
3,311200,311219,311223,311210,308838
12,311420,311439,311442,311431,309059
6,311660,311659,311662,311653,309279
2,311850,311879,311881,311874,309500
5,312030,312099,312101,312095,309720
1,312320,312319,312320,312317,309940
7,312560,312539,312539,312538,310161
4,312720,312759,312759,312760,310381
11,312980,312979,312978,312981,310602
10,313130,313199,313197,313203,310822
8,313440,313420,313417,313424,311042
3,313670,313640,313636,313646,311263
9,313910,313860,313855,313867,311483
6,314080,314080,314075,314089,311704
12,314290,314300,314294,314310,311924
2,314470,314520,314514,314532,312144
1,314770,314740,314733,314753,312365
5,314950,314960,314952,314975,312585
7,315240,315180,315172,315196,312806
11,315650,315616,315624,315614,313247
4,315830,315837,315844,315836,313467
8,316040,316058,316064,316057,313687
10,316270,316280,316284,316278,313908
9,316440,316501,316504,316500,314128
3,316760,316722,316724,316721,314349
12,316940,316944,316943,316943,314569
6,317180,317165,317163,317164,314789
1,317410,317386,317383,317386,315010
2,317650,317607,317603,317607,315230
7,317820,317829,317823,317829,315451
5,318040,318050,318042,318050,315671
11,318230,318271,318262,318272,315891
8,318520,318493,318482,318493,316112
4,318710,318714,318702,318714,316332
9,318870,318935,318922,318936,316553
10,319130,319156,319142,319157,316773
12,319380,319378,319361,319379,316994
3,319630,319599,319581,319600,317214
6,319820,319820,319801,319822,317434
2,320050,320042,320021,320043,317655
1,320290,320263,320241,320265,317875
5,320470,320484,320461,320486,318096
7,320730,320705,320680,320708,318316
8,321100,321129,321126,321119,318757
11,321360,321349,321346,321340,318977
9,321520,321569,321566,321561,319198
4,321770,321790,321786,321782,319418
12,321980,322010,322006,322003,319638
10,322200,322230,322226,322224,319859
6,322500,322451,322446,322444,320079
3,322720,322671,322666,322665,320300
1,322930,322891,322886,322886,320520
2,323130,323111,323106,323107,320741
7,323310,323332,323326,323328,320961
5,323550,323552,323546,323549,321181
11,323760,323772,323766,323770,321402
8,324010,323993,323986,323991,321622
4,324250,324213,324206,324212,321843
9,324420,324433,324426,324433,322063
10,324610,324654,324646,324654,322283
12,324840,324874,324866,324875,322504
6,325030,325094,325086,325096,322724
1,325310,325314,325306,325317,322945
3,325580,325535,325526,325537,323165
2,325760,325755,325746,325758,323386
5,325940,325975,325966,325979,323606
7,326250,326196,326186,326200,323826
8,326600,326613,326621,326608,324267
11,326840,326834,326841,326829,324488
9,327000,327054,327061,327049,324708
4,327260,327275,327281,327270,324928
12,327490,327495,327501,327490,325149
10,327660,327716,327721,327711,325369
1,327930,327936,327941,327932,325590
6,328170,328157,328160,328152,325810
2,328380,328378,328380,328373,326030
3,328620,328598,328600,328593,326251
7,328810,328819,328820,328814,326471
5,329050,329039,329040,329035,326692
8,329280,329260,329260,329255,326912
9,329420,329480,329480,329476,327133
11,329690,329701,329700,329697,327353
12,329910,329921,329920,329917,327573
4,330160,330142,330140,330138,327794
10,330390,330362,330360,330358,328014
6,330570,330583,330580,330579,328235
1,330810,330803,330800,330800,328455
2,331000,331024,331020,331020,328675
7,331250,331244,331239,331241,328896
3,331470,331465,331459,331461,329116
5,331720,331685,331679,331682,329337
9,332050,332100,332109,332092,329777
8,332310,332320,332329,332313,329998
12,332520,332540,332549,332533,330218
11,332730,332760,332768,332754,330439
10,333000,332981,332988,332974,330659
4,333230,333201,333208,333195,330880
1,333450,333421,333428,333415,331100
6,333690,333641,333647,333636,331320
7,333810,333861,333867,333856,331541
2,334090,334082,334087,334077,331761
5,334230,334302,334306,334297,331982
3,334510,334522,334526,334518,332202
8,334740,334742,334746,334738,332422
9,334930,334962,334966,334959,332643
11,335150,335182,335185,335179,332863
12,335400,335403,335405,335400,333084
10,335660,335623,335625,335620,333304
1,335860,335843,335844,335841,333524
4,336080,336063,336064,336061,333745
6,336270,336283,336284,336282,333965
2,336470,336504,336503,336502,334186
7,336740,336724,336723,336723,334406
3,336950,336944,336943,336943,334627
5,337200,337164,337163,337164,334847
9,337560,337580,337592,337570,335288
8,337790,337800,337811,337791,335508
12,338010,338020,338031,338011,335729
11,338190,338240,338250,338232,335949
1,338440,338460,338470,338453,336169
10,338680,338680,338689,338673,336390
6,338950,338900,338909,338894,336610
4,339130,339120,339128,339115,336831
7,339380,339340,339348,339335,337051
2,339570,339561,339567,339556,337272
5,339740,339781,339787,339777,337492
3,339980,340001,340006,339998,337712
9,340190,340221,340226,340218,337933
12,340440,340441,340445,340439,338153
8,340650,340661,340665,340660,338374
11,340880,340881,340884,340880,338594
10,341090,341101,341103,341101,338814
1,341350,341321,341323,341322,339035
6,341510,341541,341542,341542,339255
7,341840,341761,341762,341763,339476
4,341980,341981,341981,341984,339696
5,342190,342201,342201,342205,339916
2,342400,342421,342420,342425,340137
3,342650,342641,342640,342646,340357
12,343090,343067,343078,343065,340798
9,343320,343287,343297,343285,341019
11,343500,343507,343517,343506,341239
8,343740,343728,343736,343726,341459
1,343980,343948,343956,343947,341680
10,344200,344168,344175,344168,341900
7,344370,344389,344395,344388,342121
6,344580,344609,344614,344609,342341
5,344790,344829,344834,344829,342561
4,345020,345049,345053,345050,342782
3,345260,345270,345273,345270,343002
2,345470,345490,345492,345491,343223
9,345680,345710,345712,345711,343443
12,345910,345931,345931,345932,343663
11,346170,346151,346151,346152,343884
1,346380,346371,346370,346373,344104
8,346610,346592,346590,346593,344325
10,346830,346812,346809,346814,344545
6,347000,347032,347028,347034,344766
7,347270,347252,347248,347255,344986
4,347490,347473,347467,347475,345206
5,347710,347693,347687,347696,345427
2,347890,347913,347906,347916,345647
3,348160,348134,348126,348137,345868
12,348510,348544,348557,348542,346308
9,348750,348764,348776,348762,346529
1,348970,348984,348995,348982,346749
11,349170,349204,349214,349202,346970
10,349400,349424,349434,349422,347190
8,349650,349644,349653,349641,347410
7,349890,349864,349872,349861,347631
6,350110,350085,350092,350081,347851
5,350300,350305,350311,350301,348072
4,350520,350525,350530,350521,348292
3,350770,350745,350750,350741,348513
2,350960,350965,350969,350961,348733
12,351120,351185,351188,351181,348953
9,351390,351405,351407,351401,349174
11,351620,351626,351627,351621,349394
1,351850,351846,351846,351841,349615
10,352040,352066,352065,352061,349835
7,352320,352286,352285,352281,350055
8,352520,352506,352504,352501,350276
5,352730,352726,352723,352721,350496
6,352920,352946,352943,352941,350717
3,353170,353167,353162,353161,350937
4,353400,353387,353381,353381,351158
2,353630,353607,353601,353601,351378
9,353970,354015,354028,354008,351819
12,354210,354235,354247,354228,352039
1,354450,354454,354466,354448,352260
11,354660,354674,354685,354668,352480
7,354960,354893,354904,354888,352700
10,355130,355113,355123,355108,352921
5,355310,355333,355342,355327,353141
8,355530,355552,355561,355547,353362
3,355740,355772,355780,355767,353582
6,356020,355992,355999,355987,353802
2,356220,356211,356218,356207,354023
4,356440,356431,356437,356427,354243
9,356610,356650,356656,356647,354464
1,356840,356870,356875,356867,354684
12,357060,357090,357094,357087,354905
11,357280,357309,357313,357307,355125
10,357520,357529,357532,357527,355345
7,357820,357748,357751,357747,355566
8,357960,357968,357970,357967,355786
5,358200,358188,358189,358187,356007
6,358400,358407,358408,358406,356227
3,358600,358627,358627,358626,356447
4,358880,358846,358846,358846,356668
2,359080,359066,359065,359066,356888
1,359490,359481,359495,359477,357329
9,359700,359700,359714,359697,357549
11,359920,359920,359933,359917,357770
12,360120,360140,360152,360137,357990
7,360370,360359,360371,360356,358211
10,360580,360579,360589,360576,358431
5,360770,360798,360808,360796,358652
8,360990,361018,361027,361016,358872
3,361250,361238,361246,361236,359092
6,361480,361457,361465,361456,359313
2,361690,361677,361684,361676,359533
4,361870,361897,361902,361895,359754
9,362100,362116,362121,362115,359974
1,362320,362336,362340,362335,360194
11,362550,362555,362559,362555,360415
7,362810,362775,362778,362775,360635
12,363010,362995,362997,362995,360856
5,363220,363214,363215,363215,361076
10,363420,363434,363434,363435,361296
3,363660,363654,363653,363654,361517
8,363890,363873,363872,363874,361737
2,364060,364093,364091,364094,361958
6,364320,364312,364310,364314,362178
4,364540,364532,364528,364534,362399
1,364970,364943,364959,364936,362839
9,365140,365163,365178,365156,363060
7,365390,365382,365397,365376,363280
11,365610,365602,365615,365596,363501
5,365770,365822,365834,365817,363721
12,366050,366042,366053,366037,363941
3,366270,366261,366272,366257,364162
10,366480,366481,366490,366477,364382
2,366670,366701,366709,366698,364603
8,366880,366921,366928,366918,364823
4,367110,367141,367146,367138,365044
6,367370,367360,367365,367358,365264
1,367590,367580,367584,367578,365484
9,367730,367800,367802,367799,365705
11,368040,368020,368021,368019,365925
7,368290,368240,368240,368239,366146
12,368490,368459,368459,368459,366366
5,368720,368679,368677,368680,366586
10,368860,368899,368896,368900,366807
3,369160,369119,369115,369120,367027
8,369340,369339,369333,369340,367248
2,369540,369558,369552,369561,367468
6,369770,369778,369771,369781,367688
4,370000,369998,369989,370001,367909
9,370410,370419,370434,370418,368350
1,370620,370639,370653,370639,368570
7,370860,370859,370871,370859,368791
11,371130,371080,371090,371080,369011
5,371330,371300,371309,371300,369231
12,371540,371521,371528,371521,369452
3,371750,371741,371747,371742,369672
10,372000,371962,371966,371962,369893
2,372130,372182,372185,372183,370113
8,372370,372403,372404,372403,370333
4,372590,372623,372623,372624,370554
6,372840,372843,372842,372845,370774
1,373030,373064,373061,373065,370995
9,373330,373284,373280,373286,371215
7,373510,373505,373499,373507,371435
5,373730,373725,373718,373727,371656
11,373950,373946,373937,373948,371876
3,374150,374166,374156,374168,372097
12,374390,374387,374374,374389,372317
2,374610,374607,374593,374610,372538
